"indicador","porcentaje"
"sobrepeso_solo_No",60.0650024203029
"sobrepeso_solo_Si",33.5384828158495
"sobrepeso_obesidad_No",42.7494640757901
"sobrepeso_obesidad_Si",50.8540211603624
